"",IUCN Red
Date last recorded in Scientific name Common name,Year of List (2017-1)
"",the wildCategoryAssessment
"",IUCN Red,
"",Bulimulus sp. nov. 'tuideroyi',,CR(PE),2003,?
"",Bulimulus sp. nov. 'vanmoli',,CR(PE),2003,?
"",Bulimulus tanneri,,CR(PE),2003,?
"",Bythinella eutrepha,,CR(PE),2009,?
"",Bythiospeum dubium,,CR(PE),2008,?
"",Bythiospeum gonostoma,,CR(PE),2010,?
"",Bythiospeum putei,,CR(PE),2010,1961
"",Bythiospeum turritum,,CR(PE),2011,?
"",Ceratophallus concavus,,CR(PE),2016,1953
"",Ceratophallus subtilis,,CR(PE),2016,1951
"",Coneuplecta turrita,,CR(PE),2011,1936
"",Conturbatia crenata,,CR(PE),2006,2000
"",Delos gardineri,,CR(PE),2011,1890s
"",Dianella schlickumi,,CR(PE),2009,1980s
"",Diplommatina alata,,CR(PE),2011,1936
"",Diplommatina aurea,,CR(PE),2011,1936
"",Diplommatina gibboni,,CR(PE),2011,1936
"",Discula lyelliana,,CR(PE),2010,1870s
"",Discula tetrica,,CR(PE),2010,?
"",Elimia troostiana,,CR(PE),2011,1980s
"",Endodonta apiculata,,CR(PE),2000,1930s
"",Eua globosa,,CR(PE),2011,1970
"",Falsipyrgula beysehirana,,CR(PE),2013,1990s
Gabbiella barthi,,CR(PE),2015,1980,
"",Scientific name,Common name,"IUCN RedList (2017-1)Category","Year ofAssessment","Date last recorded inthe wild"
"",Gabbiella matadina,,CR(PE),2008,?
"",Geomitra delphinuloides,,CR(PE),2010,1870s
"",Geomitra grabhami,,CR(PE),2010,1980s
"",Graecoanatolica brevis,,CR(PE),2013,before 1973
"",Graecoanatolica conica,,CR(PE),2013,1973
"",Hemicycla modesta,,CR(PE),2011,?
"",Henrigirardia wienini,,CR(PE),2009,before 2001
"",Hydrobia anatolica,,CR(PE),2013,before 1994
"",Iglica gratulabunda,,CR(PE),2009,1992
"",Islamia bendidis,,CR(PE),2010,?
"",Islamia graeca,,CR(PE),2009,before 2000
"",Islamia hadei,,CR(PE),2009,?
"",Islamia pseudorientalica,,CR(PE),2009,before 1973
"",Islamia zermanica,,CR(PE),2009,?
"",Kirelia carinata,,CR(PE),2013,1970s
"",Kubaryia pilikia,,CR(PE),2011,2003 (dead)
"",Lantzia carinata,,CR(PE),2016,1992
"",Lauopa mbalavuana,,CR(PE),2011,1860s
"",Leiostyla abbreviata,,CR(PE),2010,1870s
"",Leiostyla cassida,,CR(PE),2010,1870s
"",Leiostyla gibba,,CR(PE),2010,1878 (dead)
"",Leiostyla simulator,,CR(PE),2010,?
"",Madgeaconcha sevathiani,,CR(PE),2013,before 2004
"",Margarya yangtsunghaiensis,,CR(PE),2008,1949
"",Marstonia ozarkensis,,CR(PE),2012,1997
"",Melanoides agglutinans,,CR(PE),2008,1941
"",Melanopsis germaini,,CR(PE),2014,1955
"",Melanopsis infracincta,,CR(PE),2014,1940s
"",Melanopsis khabourensis,,CR(PE),2013,1939
"",Melanopsis pachya,,CR(PE),2013,1930s
"",Mercuria punica,,CR(PE),2007,?
"",Monilearia pulverulenta,,CR(PE),2011,?
"",Montserratina becasis,,CR(PE),2011,1890s
"",Neritina tiassalensis,,CR(PE),2006,before 1980s
"",Ohridohauffenia minuta,,CR(PE),2009,?
"",Omphalotropis ingens,,CR(PE),2011,1850s
"",Opisthostoma decrespignyi,,CR(PE),2004,before 1960s
"",Opisthostoma otostoma,,CR(PE),2004,before 1960s
"",Paladilhiopsis janinensis,,CR(PE),2009,1980s
"",Palaina albata,,CR(PE),2011,1936
"",Palaina patula,,CR(PE),2011,1936
"",Palaina platycheilus,,CR(PE),2011,1936
"",Palaina pupa,,CR(PE),2011,1936
"",Palaopartula leucothoe,,CR(PE),2011,1936
"",Partula guamensis,,CR(PE),2011,1936
"",Placostylus koroensis,,CR(PE),2011,1980
"",Plectostoma charasense,,CR(PE),2014,2007
"",Plectostoma dindingensis,,CR(PE),2014,1997
"",Plectostoma turriforme,,CR(PE),2014,1997
"",Potamopyrgus acus,,CR(PE),2011,1981
"",Pseudogibbula cara,,CR(PE),2008,1920s
"",Samoana cramptoni,,CR(PE),2011,1933
"",Sardohoratia sulcata,,CR(PE),2009,1995
"",Soapitia dageti,,CR(PE),2006,before 1961
"",Somatogyrus crassus,Stocky Pebblesnail,CR(PE),2000,?
"",Somatogyrus currierianus,,CR(PE),2000,?
"",Somatogyrus hendersoni,,CR(PE),2000,?
"",Somatogyrus humerosus,,CR(PE),2000,?
"",Somatogyrus nanus,,CR(PE),2000,?
"",Spiralix corsica,,CR(PE),2009,1990s
"",Stagnicola utahensis,Thickshell Pondsnail,CR(PE),2012,1934
"",Succinea rotumana,,CR(PE),2011,1938
"",Tanousia zrmanjae,,CR(PE),2009,?
"",Tryonia brunei,Brune Spring Snail,CR(PE),2012,1993
"",Valvatorbis mauritii,,CR(PE),2008,?
"",Zaumia sanctizaumi,,CR(PE),2009,?
"",Zingis radiolata,,CR(PE),2004,?
"",,,,,
"",WORMS,,,,
"",Prosadenoporus agricola,,CR(PE),2013,1966
"",,,,,
"",WINGLESS ARTHOPODS,,,,
"",Ceratophysella sp. nov. 'HC',,CR(PE),2016,2006
"",Delamarephorura tami,,CR(PE),2016,2004
"",,,,,
"",PLANTS,,,,
"",Adenophorus periens,,CR(PE),2015,2014
"",Aechmea cymosopaniculata,,CR(PE),2008,1856
Aeranthes albidiflora,,CR(PE),2015,1959,
"",Scientific name,Common name,"IUCN RedList (2017-1)Category","Year ofAssessment","Date last recorded inthe wild"
"",Aeschynomene ruspoliana,,CR(PE),2009,1893
"",Aetheolaena hypoleuca,,CR(PE),2003,1851
"",Aetheolaena ledifolia,,CR(PE),2003,Early 19th century
"",Aetheolaena pichinchensis,,CR(PE),2003,1864
"",Agelanthus rondensis,,CR(PE),2012,1903
"",Albuca nana,,CR(PE),2012,1911
"",Alnus henryi,,CR(PE),2014,1916
"",Amsinckia marginata,,CR(PE),2003,Early 20th century
"",Andropogon benthamianus,,CR(PE),2004,1841-1843
"",Angraecum mahavavense,,CR(PE),2015,1932
"",Angraecum muscicolum,,CR(PE),2015,1925
"",Angraecum perhumile,,CR(PE),2015,1925
"",Angraecum potamophilum,,CR(PE),2015,1898
"",Angraecum rigidifolium,,CR(PE),2015,1925
"",Angraecum rubellum,,CR(PE),2015,1963
"",Angraecum serpens,,CR(PE),2015,1942
"",Angraecum sterrophyllum,,CR(PE),2015,1913
"",Anisopappus burundiensis,,CR(PE),2013,1967
"",Artemisia kauaiensis,,CR(PE),2016,2006
"",Aspidostemon inconspicuus,Longotra,CR(PE),2015,1955
"",Aster quitensis,,CR(PE),2003,1820s
"",Athanasia imbricata,,CR(PE),2012,1865
"",Baccharis fusca,,CR(PE),2003,1850s
"",Benthamia nigro-vaginata,,CR(PE),2015,1926
"",Betula gynoterminalis,,CR(PE),2014,1956
"",Blotiella coriacea,,CR(PE),2013,1971
"",Brighamia insignis,'olulu,CR(PEW),2016,2014
"",Bulbophyllum erythroglossum,,CR(PE),2015,1964
"",Bulbophyllum hirsutiusculum,,CR(PE),2015,1928
"",Bulbophyllum minax,,CR(PE),2015,1919
"",Bulbophyllum sanguineum,,CR(PE),2015,1925
"",Bulbophyllum tampoketsense,,CR(PE),2015,1923
"",Bulbophyllum zaratananae,,CR(PE),2008,1924
"",Callerya neocaledonica,,CR(PE),2007,1992
"",Canavalia veillonii,,CR(PE),2007,1990
"",Centropogon brachysiphoniatus,,CR(PE),2003,Before 1935
"",Cereus estevesii,,CR(PEW),2010,2002
"",Clitoria andrei,,CR(PE),2004,1876
"",Costus vinosus,,CR(PEW),2014,2004
"",Cotula myriophylloides,,CR(PE),2005,1971
"",Ctenitis pallatangana,,CR(PE),2003,?
"",Cyanea kolekoleensis,,CR(PE),2015,1998
"",Cyanea kuhihewa,Haha,CR(PEW),2016,2003
"",Cycas fugax,,CR(PE),2009,2004
"",Cynorkis bimaculata,,CR(PE),2015,1961
"",Cynorkis catatii,,CR(PE),2015,1889
"",Cynorkis rolfei,,CR(PE),2015,1903
"",Cynorkis sylvatica,,CR(PE),2015,1951
"",Cynorkis usambarae,,CR(PE),2013,1893
"",Cyperus chionocephalus,,CR(PE),2009,1839
"",Cyperus multifolius,,CR(PE),2004,Early 1800s
"",Cyrtandra crenata,,CR(PE),2016,1947
"",Dalea sabinalis,Sabinal Prairie-clover,CR(PE),2010,1950-1960
"",Delissea rhytidosperma,,CR(PEW),2015,2002
"",Delissea takeuchii,,CR(PE),2015,1987
"",Delonix tomentosa,,CR(PE),2011,1901
"",Devillea flagelliformis,,CR(PE),2008,1840s
"",Diaphananthe orientalis,,CR(PE),2013,1933
"",Dicoma pretoriensis,,CR(PE),2003,1925
"",Diospyros katendei,,CR(PE),2013,?
"",Diplazium ulugurense,,CR(PE),2013,1970
"",Dipterocarpus grandiflorus,,CR(PE),1998,?
"",Discocactus subterraneo-proliferans,,CR(PEW),2010,1984
"",Disperis bosseri,,CR(PE),2015,1957
"",Disperis egregia,,CR(PE),2013,1944
"",Dorstenia bicaudata,,CR(PE),2012,1950
"",Dubautia kenwoodii,Na'ena'e,CR(PE),2016,1991
"",Dypsis brittiana,,CR(PE),2010,2005
"",Egletes humifusa,,CR(PE),2003,1836
"",Elaphandra retroflexa,,CR(PE),2003,1920s
"",Elaphoglossum gracilipes,,CR(PE),2003,Before 1853
"",Elaphoglossum polytrichum,,CR(PE),2003,19th century
"",Eleocharis lepta,,CR(PE),2008,1897
"",Emicocarpus fissifolius,,CR(PE),2015,1966
"",Encephalartos cerinus,Waxen Cycad,CR(PE),2009,Before 2000
"",Encephalartos hirsutus,Venda Cycad,CR(PE),2009,2004
"",Encephalartos inopinus,Lydenburg Cycad,CR(PE),2009,2004
"",Eremospatha barendii,Rattan Palm,CR(PE),2016,2012
"",Eugenia albida,,CR(PE),2004,Early 19th century
Eugenia guayaquilensis,,CR(PE),2004,Before 1823,
Scientific name,Common name,"IUCN RedList (2017-1)Category","Year ofAssessment","Date last recorded inthe wild"
Eugenia scheffleri,,CR(PE),2012,1900
Eulophia grandidieri,,CR(PE),2015,1901
Euphorbia alcicornis,,CR(PE),2004,1880
Euphorbia boinensis,,CR(PE),2004,1920
Euphorbia neospinescens,,CR(PE),2013,1942
Euphorbia pirahazo,,CR(PE),2004,?
Galaxaura barbata,,CR(PE),2007,1963
Guzmania lepidota,,CR(PE),2003,1876
Guzmania poortmanii,,CR(PE),2003,1889
Guzmania striata,,CR(PE),2003,1956
Gynura campanulata,,CR(PE),2016,1935
Hunteria hexaloba,,CR(PE),2012,1902
Hymenodictyon seyrigii,,CR(PE),2015,1942
Isoetes heldreichii,,CR(PE),2010,1885
Isoetes sinensis,,CR(PE),2004,?
Kadua haupuensis,,CR(PEW),2015,1998
Kanaloa kahoolawensis,,CR(PEW),2015,2014
Kunkeliella psilotoclada,,CR(PE),2011,1983
Lijndenia brenanii,,CR(PE),2013,1961
Magnolia dixonii,Cucharillo,CR(PE),2015,1965
Magnolia emarginata,,CR(PE),2014,1980s
Magnolia wolfii,,CR(PEW),2007,2006
Manettia canescens,,CR(PE),2004,19th century
Manettia holwayi,,CR(PE),2004,1920
Matelea ecuadorensis,,CR(PE),2003,19th century
Maytenus manabiensis,,CR(PE),2003,19th century
Melpomene brevipes,,CR(PE),2003,19th century
Miconia longisetosa,,CR(PE),2004,1886
Miconia scabra,,CR(PE),2004,1876
Mikania iserniana,,CR(PE),2003,1864
Mikania seemannii,,CR(PE),2003,1845-1852
Mimosa kitrokala,,CR(PE),2009,1947
Panicum pearsonii,,CR(PE),2009,1913
Pentagonia orthoneura,,CR(PE),2004,1860s
Peperomia dauleana,,CR(PE),2004,19th century
Peperomia petraea,,CR(PE),2004,19th century
Philodendron balaoanum,,CR(PE),2003,1891
Phycodrina elegans,,CR(PE),2007,1977
Phyllostegia kahiliensis,,CR(PE),2015,1987
Phyllostegia knudsenii,,CR(PE),2015,2001
Piper molliusculum,,CR(PE),2004,?
Plectranthus scopulicola,,CR(PE),2012,1953
Podocarpus perrieri,,CR(PE),2011,1951
Polygala quitensis,,CR(PE),2004,Before 1854
Polystachya acuminata,,CR(PE),2013,1943
Polystachya canaliculata,,CR(PE),2013,1943-1962
Polystachya porphyrochila,,CR(PE),2013,1970-1982
Polystachya rugosilabia,,CR(PE),2013,1942
Prestonia schumanniana,,CR(PE),2003,1892
Rhynchosia ledermannii,,CR(PE),2015,1908
Schiedea attenuata,,CR(PEW),2015,1994
Senecio navugabensis,,CR(PE),2013,1935
Shorea dispar,,CR(PE),1998,?
Silene perlmanii,,CR(PEW),2015,1997
Siphocampylus loxensis,,CR(PE),2003,?
Solanum semicoalitum,,CR(PE),2004,1864
Stenogyne bifida,,CR(PEW),2015,2014
Stenogyne campanulata,,CR(PEW),2016,2006
Stenogyne kanehoana,,CR(PEW),2015,2013
Stereospermum zenkeri,,CR(PE),2015,1950
Steriphoma urbani,,CR(PE),2003,1980s
Tournefortia obtusiflora,,CR(PE),2003,19th century
Triaspis schliebenii,,CR(PE),2012,1935
Tridactyle sarcodantha,,CR(PE),2013,1933
Uvaria decidua,,CR(PE),2008,1935
Vatica xishuangbannaensis,,CR(PE),1998,?
Viburnum divaricatum,,CR(PE),2003,Before 1844
Xylosma serrata,,CR(PE),2015,1980
"",,,,
PROTISTS,,,,
Bifurcaria galapagensis,Galápagos Stringweed,CR(PE),2007,1983
Desmarestia tropica,Tropical Acidweed,CR(PE),2007,1972
Dictyota galapagensis,,CR(PE),2007,1974
